orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.6148	CR_07220C_A		CR_07220C_B
orf19.6151	CR_07210W_A	ARC15	CR_07210W_B
orf19.6155	C3_00830C_A		C3_00830C_B
orf19.6156	C3_00840C_A		C3_00840C_B
orf19.6160	C3_00850C_A	EIS1	C3_00850C_B
orf19.6163	C3_00860W_A	CSE4	C3_00860W_B
orf19.6165	C3_00880W_A	KGD1	C3_00880W_B
orf19.6167	C3_00900C_A	AYR1	C3_00900C_B
orf19.6170	C3_07770C_A		C3_07770C_B
orf19.6171	C3_07780C_A	NUP159	C3_07780C_B
orf19.6173	C3_07790W_A	STD1	C3_07790W_B
orf19.6175	C3_07800C_A		C3_07800C_B
orf19.6176	C3_07810C_A	SEC61	C3_07810C_B
orf19.6178	C3_07830W_A	FBP1	C3_07830W_B
orf19.6180	C3_07850W_A		C3_07850W_B
orf19.6183	C3_07890W_A	TIM8	C3_07890W_B
orf19.6189	C3_07940W_A		C3_07940W_B
orf19.6190	C3_07950C_A	SRB1	C3_07950C_B
orf19.6193	C1_07110W_A	TAF145	C1_07110W_B
orf19.6195	C1_07090C_A		C1_07090C_B
orf19.6196	C1_07080W_A	RTT102	C1_07080W_B
orf19.6197	C1_07070C_A	DHH1	C1_07070C_B
orf19.6198.1	C1_07060C_A		C1_07060C_B
orf19.6199	C1_07050C_A		C1_07050C_B
orf19.6203	C1_07020C_A	PUT3	C1_07020C_B
orf19.6208	C1_07000W_A	MEF2	C1_07000W_B
orf19.6209	C1_06980C_A		C1_06980C_B
orf19.6213	C1_06960W_A	SUI2	C1_06960W_B
orf19.6214	C1_06940C_A	ATC1	C1_06940C_B
orf19.6217	C1_06930W_A	PGA63	C1_06930W_B
orf19.6220	C1_06910C_A		C1_06910C_B
orf19.6220.3	C1_06900C_A	MMD1	C1_06900C_B
orf19.6220.4	C1_06890C_A		C1_06890C_B
orf19.6222	C1_06880C_A	SPO22	C1_06880C_B
orf19.6225	C1_06850W_A	PCL7	C1_06850W_B
orf19.6225.1	C1_06840C_A		C1_06840C_B
orf19.6229	C1_06810W_A	CAT1	C1_06810W_B
orf19.6230	C1_06800W_A		C1_06800W_B
orf19.6231	C1_06790C_A	MRPL19	C1_06790C_B
orf19.6232	C1_06780W_A	NPR1	C1_06780W_B
orf19.6233	C1_06770W_A		C1_06770W_B
orf19.6234	C1_06760C_A		C1_06760C_B
orf19.6236	C1_06740C_A	NOP6	C1_06740C_B
orf19.6237	C1_06730W_A	RAC1	C1_06730W_B
orf19.6239	C1_06710W_A	KIN28	C1_06710W_B
orf19.6240	C1_06700W_A		C1_06700W_B
orf19.6243	C1_06680W_A	VPS34	C1_06680W_B
orf19.6246	C1_06650W_A	NAA20	C1_06650W_B
orf19.6247	C1_06630W_A		C1_06630W_B
orf19.6247.1	C1_06640C_A		C1_06640C_B
orf19.6250	C1_06600W_A		C1_06600W_B
orf19.6252	C1_06590C_A		C1_06590C_B
orf19.6253	C1_06580W_A	RPS23A	C1_06580W_B
orf19.6254	C1_06570W_A	ANT1	C1_06570W_B
orf19.6255	C1_06560W_A		C1_06560W_B
orf19.6257	C1_06550W_A	GLT1	C1_06550W_B
orf19.6259	C1_06540C_A		C1_06540C_B
orf19.6260	C1_06530C_A		C1_06530C_B
orf19.6261	C1_06520C_A	BPH1	C1_06520C_B
orf19.6263	C1_06510C_A		C1_06510C_B
orf19.6264.3	C1_06480C_A		C1_06480C_B
orf19.6264.4	C1_06470W_A		C1_06470W_B
orf19.6265	C1_06460C_A	RPS22A	C1_06460C_B
orf19.6265.1	C1_06450C_A	RPS14B	C1_06450C_B
orf19.6268	C1_06420C_A		C1_06420C_B
orf19.6271	C1_06400C_A		C1_06400C_B
orf19.6272	C1_06390W_A		C1_06390W_B
orf19.6275	C1_06360W_A		C1_06360W_B
orf19.6284	CR_07660C_A		CR_07660C_B
orf19.6285	CR_07650W_A	GLC7	CR_07650W_B
orf19.6286	CR_07640C_A		CR_07640C_B
orf19.6286.2	CR_07630C_A	RPS27	CR_07630C_B
orf19.6287	CR_07620W_A	AAT21	CR_07620W_B
orf19.6291	CR_07600W_A	FUN30	CR_07600W_B
orf19.6293	CR_07590W_A	EMP24	CR_07590W_B
orf19.6294	C5_01650C_A	MYO1	C5_01650C_B
orf19.6295	C5_01640W_A	MAS2	C5_01640W_B
orf19.6296	C5_01620C_A	VPS22	C5_01620C_B
orf19.6297	C5_01610W_A		C5_01610W_B
orf19.6298	C5_01600C_A	SPB4	C5_01600C_B
orf19.6304	CR_04890W_A	LYS5	CR_04890W_B
orf19.6305	CR_04880W_A		CR_04880W_B
orf19.6309	CR_04840C_A	MSS11	CR_04840C_B
orf19.6311	CR_04820W_A		CR_04820W_B
orf19.6312	CR_04810W_A	RPS3	CR_04810W_B
orf19.6314	CR_04780W_A	RPB8	CR_04780W_B
orf19.6316	CR_04760C_A		CR_04760C_B
orf19.6316.4	CR_04750W_A		CR_04750W_B
orf19.6317	CR_04740C_A	ADE6	CR_04740C_B
orf19.6318	CR_04730W_A		CR_04730W_B
orf19.6319	C6_00170C_A		C6_00170C_B
orf19.6323	C6_00140C_A	HPA2	C6_00140C_B
orf19.6324	C6_00130C_A	VID27	C6_00130C_B
orf19.6325.1	C6_00120W_A		C6_00120W_B
orf19.6328	C6_00090W_A		C6_00090W_B
orf19.6340	C1_12820C_A		C1_12820C_B
orf19.6341	C1_12810W_A	RIB7	C1_12810W_B
orf19.6343	C1_12790C_A	FEN1	C1_12790C_B
orf19.6344	C1_12780W_A	RBK1	C1_12780W_B
orf19.6345	C1_12770W_A	RPG1A	C1_12770W_B
orf19.6346	C1_12760W_A		C1_12760W_B
orf19.6347	C1_12750C_A		C1_12750C_B
orf19.6355	C1_12680W_A		C1_12680W_B
orf19.6356	C1_12670C_A		C1_12670C_B
orf19.6357	C1_12660W_A		C1_12660W_B
orf19.6358	C1_12650C_A	MMS2	C1_12650C_B
orf19.6359	C1_12640W_A		C1_12640W_B
orf19.6360	C1_12630C_A		C1_12630C_B
orf19.6362	C1_12620W_A	SPA2	C1_12620W_B
orf19.6365	CR_08070W_A	PTP1	CR_08070W_B
orf19.6367	CR_08090W_A	SSB1	CR_08090W_B
orf19.6369	CR_08100C_A	RIO2	CR_08100C_B
orf19.637	CR_05180C_A	SDH2	CR_05180C_B
orf19.6373	CR_08120C_A	DCP2	CR_08120C_B
orf19.6374	CR_08130W_A		CR_08130W_B
orf19.6375	CR_08150W_A	RPS20	CR_08150W_B
orf19.6376	CR_08160W_A	PTC5	CR_08160W_B
orf19.6377	CR_08170C_A		CR_08170C_B
orf19.6378	CR_08180C_A	TRM9	CR_08180C_B
orf19.638	CR_05170C_A	FDH1	CR_05170C_B
orf19.6382	CR_08200C_A		CR_08200C_B
orf19.6385	CR_08210C_A	ACO1	CR_08210C_B
orf19.6387	CR_08250C_A	HSP104	CR_08250C_B
orf19.639	CR_05160C_A		CR_05160C_B
orf19.639.1	CR_05150W_A		CR_05150W_B
orf19.6393	CR_08290W_A		CR_08290W_B
orf19.6396	CR_08300C_A		CR_08300C_B
orf19.6399	CR_08320W_A	ATS1	CR_08320W_B
orf19.640	CR_05140W_A		CR_05140W_B
orf19.6400	CR_08330W_A		CR_08330W_B
orf19.6402	CR_08340W_A	CYS3	CR_08340W_B
orf19.6403	CR_08350W_A		CR_08350W_B
orf19.6403.1	CR_08360C_A	RPP2A	CR_08360C_B
orf19.6404	CR_08370W_A	GSH2	CR_08370W_B
orf19.6405	CR_08380C_A		CR_08380C_B
orf19.6406	CR_08400C_A		CR_08400C_B
orf19.6407	CR_08410W_A		CR_08410W_B
orf19.641	CR_05130C_A		CR_05130C_B
orf19.6411	CR_08430W_A		CR_08430W_B
orf19.6414.3	CR_08460W_A	TPM2	CR_08460W_B
orf19.6415.1	CR_08480C_A		CR_08480C_B
orf19.6416	CR_08470W_A		CR_08470W_B
orf19.6417	CR_08490W_A	TSR1	CR_08490W_B
orf19.6418	CR_08500W_A		CR_08500W_B
orf19.6422	CR_08540C_A	SSY5	CR_08540C_B
orf19.6423	CR_08550W_A		CR_08550W_B
orf19.6424	CR_08560C_A	UBC9	CR_08560C_B
orf19.6425	CR_08570W_A	SKI2	CR_08570W_B
orf19.643	CR_05100W_A	BIR1	CR_05100W_B
orf19.6432	CR_08590W_A		CR_08590W_B
orf19.6434	CR_08600C_A	PEX19	CR_08600C_B
orf19.6435	CR_08610W_A		CR_08610W_B
orf19.6437	CR_08630W_A	CDC23	CR_08630W_B
orf19.6438	CR_08640C_A		CR_08640C_B
orf19.6440	CR_08650C_A		CR_08650C_B
orf19.6442	CR_08660W_A	PRP8	CR_08660W_B
orf19.6444	CR_08680C_A		CR_08680C_B
orf19.6445	CR_08690C_A	ECI1	CR_08690C_B
orf19.645.1	CR_05080W_A	VMA13	CR_05080W_B
orf19.6452	C7_02570C_A	RBP1	C7_02570C_B
orf19.6455	C7_02550C_A		C7_02550C_B
orf19.6457	C7_02530C_A		C7_02530C_B
orf19.6458.1	C7_02510W_A	LSM4	C7_02510W_B
orf19.6459	C7_02500C_A	DPP3	C7_02500C_B
orf19.646	CR_05050W_A	GLN1	CR_05050W_B
orf19.6460	C7_02490W_A	PEX1	C7_02490W_B
orf19.6461	C7_02480W_A		C7_02480W_B
orf19.6462	C7_02470C_A		C7_02470C_B
orf19.6463	C7_02460C_A		C7_02460C_B
orf19.6472	C7_02380C_A	CYP1	C7_02380C_B
orf19.6476	C7_02350C_A		C7_02350C_B
orf19.6477	C7_02340C_A		C7_02340C_B
orf19.6478	C7_02330W_A	YCF1	C7_02330W_B
orf19.6479	C7_02320W_A	SEC1	C7_02320W_B
orf19.6480	C7_02310C_A		C7_02310C_B
orf19.6481	C7_02300W_A	YPS7	C7_02300W_B
orf19.6489	C7_02240W_A	FMP45	C7_02240W_B
orf19.6494	C7_02200W_A	WHI3	C7_02200W_B
orf19.6496	C7_02180C_A	TRS33	C7_02180C_B
orf19.6498	C7_02170C_A		C7_02170C_B
orf19.6500	C7_02150C_A	ECM42	C7_02150C_B
orf19.6502	C7_02130W_A		C7_02130W_B
orf19.6503	C7_02120C_A		C7_02120C_B
orf19.6506	C7_02110W_A		C7_02110W_B
orf19.6508	C7_02090C_A		C7_02090C_B
orf19.6511	C7_02060W_A	LIG1	C7_02060W_B
orf19.6512	C7_02050C_A	EXO70	C7_02050C_B
orf19.6514	C7_02040C_A	CUP9	C7_02040C_B
orf19.6515	C7_02030W_A	HSP90	C7_02030W_B
orf19.6517	C7_02020W_A	RAD14	C7_02020W_B
orf19.652	CR_05010W_A		CR_05010W_B
orf19.6520	C7_02000C_A		C7_02000C_B
orf19.6524	C7_01970C_A	TOM40	C7_01970C_B
orf19.6525	C7_01960W_A		C7_01960W_B
orf19.6526	C7_01950W_A		C7_01950W_B
orf19.6527	C7_01940C_A		C7_01940C_B
orf19.6529	C7_01920W_A	CDC34	C7_01920W_B
orf19.6531.1	C7_01890C_A	TOM7	C7_01890C_B
orf19.6532	C7_01880C_A		C7_01880C_B
orf19.6533	C7_01870W_A	MSK1	C7_01870W_B
orf19.6534.2	C7_01850C_A	CRN1	C7_01850C_B
orf19.6536	C7_01840W_A	IQG1	C7_01840W_B
orf19.6537	C7_01830W_A	NSL1	C7_01830W_B
orf19.6538	C7_01820C_A	VMA11	C7_01820C_B
orf19.6539	C7_01810W_A	RVB2	C7_01810W_B
orf19.6540	C7_01800C_A	PFK2	C7_01800C_B
orf19.6541	C7_01790C_A	RPL5	C7_01790C_B
orf19.6544	C7_01780W_A	LPI9	C7_01780W_B
orf19.6548	C7_01760C_A	ISU1	C7_01760C_B
orf19.655	C1_11480W_A	PHO84	C1_11480W_B
orf19.6550	C7_01750W_A	MCP1	C7_01750W_B
orf19.6551	C7_01740C_A		C7_01740C_B
orf19.6551.1	C7_01730C_A	STE18	C7_01730C_B
orf19.6552	C7_01720W_A		C7_01720W_B
orf19.6554	C7_01700W_A		C7_01700W_B
orf19.6555	C7_01690W_A		C7_01690W_B
orf19.6558	C7_01660C_A		C7_01660C_B
orf19.6559	C7_01650W_A		C7_01650W_B
orf19.6561	C7_01640W_A	LAT1	C7_01640W_B
orf19.6562	C7_01630W_A	RNH35	C7_01630W_B
orf19.6563	C7_01620C_A	KCH1	C7_01620C_B
orf19.6563.1	C7_01610W_A		C7_01610W_B
orf19.6565	C7_01600W_A		C7_01600W_B
orf19.6568	C7_01580W_A	SMC6	C7_01580W_B
orf19.657	C1_11450C_A	SAM2	C1_11450C_B
orf19.6573	C7_01550W_A	BEM2	C7_01550W_B
orf19.6577	C7_01520W_A	FLU1	C7_01520W_B
orf19.658	C1_11440C_A	GIN1	C1_11440C_B
orf19.6581	C7_01480W_A		C7_01480W_B
orf19.6582	C7_01470C_A	PRE10	C7_01470C_B
orf19.6584	C7_01450C_A	PRT1	C7_01450C_B
orf19.6585	C7_01440W_A		C7_01440W_B
orf19.6587	C7_01420W_A	GIR2	C7_01420W_B
orf19.6588	C7_01410C_A	NBP2	C7_01410C_B
orf19.6589	CR_09730C_A	SSF1	CR_09730C_B
orf19.6590	CR_09720W_A	VMA22	CR_09720W_B
orf19.6591	CR_09710W_A	PCD1	CR_09710W_B
orf19.6594	CR_09690C_A	PLB3	CR_09690C_B
orf19.6596	CR_09670C_A		CR_09670C_B
orf19.6597	CR_09660W_A		CR_09660W_B
orf19.6598	CR_09650W_A	WAL1	CR_09650W_B
orf19.6599.1	CR_09640C_A		CR_09640C_B
orf19.6600	CR_09620C_A		CR_09620C_B
orf19.6601.1	CR_09600C_A	YKE2	CR_09600C_B
orf19.6602	CR_09590W_A		CR_09590W_B
orf19.6604	CR_09580C_A		CR_09580C_B
orf19.6605	CR_09570W_A		CR_09570W_B
orf19.661	C1_11420W_A	KRR1	C1_11420W_B
orf19.6610	CR_09520C_A	STU2	CR_09520C_B
orf19.6612	CR_09510C_A		CR_09510C_B
orf19.6621	CR_05920C_A	MHP1	CR_05920C_B
orf19.6623	CR_05910W_A		CR_05910W_B
orf19.6624	CR_05900W_A		CR_05900W_B
orf19.6625	CR_05890C_A	VPS75	CR_05890C_B
orf19.6629	CR_05830C_A	ISC1	CR_05830C_B
orf19.663	C1_11400C_A	GIN4	C1_11400C_B
orf19.6630	CR_05800C_A		CR_05800C_B
orf19.6632	CR_05790C_A	ACO2	CR_05790C_B
orf19.6634	CR_05780W_A	VMA2	CR_05780W_B
orf19.6636	CR_05760C_A		CR_05760C_B
orf19.6638	CR_05740C_A	PTC4	CR_05740C_B
orf19.6639	CR_05730C_A	MDM36	CR_05730C_B
orf19.6640	CR_05720W_A	TPS1	CR_05720W_B
orf19.6642	CR_05700C_A		CR_05700C_B
orf19.6643	CR_05690W_A	MCT1	CR_05690W_B
orf19.6645	CR_05670C_A	HMO1	CR_05670C_B
orf19.6648	CR_05660W_A	SDA1	CR_05660W_B
orf19.6649	CR_05650W_A	BRF1	CR_05650W_B
orf19.665	C1_11380W_A	NEP1	C1_11380W_B
orf19.6652	CR_05630W_A	DBP8	CR_05630W_B
orf19.6653	CR_05620C_A	MTG2	CR_05620C_B
orf19.666	C1_11370C_A		C1_11370C_B
orf19.6660	C5_03510C_A		C5_03510C_B
orf19.6662	C5_03530C_A		C5_03530C_B
orf19.6663	C5_03540C_A	RPS25B	C5_03540C_B
orf19.6665	C5_03550W_A		C5_03550W_B
orf19.6667	C5_03560W_A		C5_03560W_B
orf19.6668	C5_03570W_A		C5_03570W_B
orf19.667.1	C1_11360W_A	RPL37B	C1_11360W_B
orf19.6670	C5_03580C_A	CAC2	C5_03580C_B
orf19.6672	C5_03600W_A	MDJ1	C5_03600W_B
orf19.6674	C5_03620W_A	BTS1	C5_03620W_B
orf19.668	C1_11350C_A	TOS4	C1_11350C_B
orf19.6684	C7_03520W_A	PNC1	C7_03520W_B
orf19.6685	C7_03530C_A	ISY1	C7_03530C_B
orf19.6686	C7_03540C_A	ENP2	C7_03540C_B
orf19.6689	C7_03570W_A	ARG4	C7_03570W_B
orf19.669	C1_11340W_A	PRM1	C1_11340W_B
orf19.6691	C7_03590C_A		C7_03590C_B
orf19.6693	C7_03610C_A	SDD3	C7_03610C_B
orf19.6696	C7_03630C_A	TIM9	C7_03630C_B
orf19.6698	C7_03640C_A		C7_03640C_B
orf19.6699	C7_03650W_A		C7_03650W_B
orf19.670	C1_11330C_A	SMT3	C1_11330C_B
orf19.6701	C7_03660C_A		C7_03660C_B
orf19.6702	C7_03670W_A	DED81	C7_03670W_B
orf19.6705	C7_03480W_A		C7_03480W_B
orf19.6706	C7_03490W_A	GYP7	C7_03490W_B
orf19.6707	C7_03500W_A		C7_03500W_B
orf19.671	C1_11310C_A	PSP1	C1_11310C_B
orf19.6710	C3_07750W_A	UTP9	C3_07750W_B
orf19.6712	C3_07740W_A		C3_07740W_B
orf19.6716	C3_07710W_A	ABD1	C3_07710W_B
orf19.6717	C3_07700W_A		C3_07700W_B
orf19.6719	C3_07680W_A	HIR3	C3_07680W_B
orf19.672	C1_11300C_A		C1_11300C_B
orf19.6720	C3_07670W_A		C3_07670W_B
orf19.6722	C3_07660W_A	RAD4	C3_07660W_B
orf19.6726	C3_07630C_A		C3_07630C_B
orf19.6727	C3_07620C_A	RIT1	C3_07620C_B
orf19.6730	C3_07600W_A		C3_07600W_B
orf19.6732	C3_07570C_A		C3_07570C_B
orf19.6736	C3_07550C_A		C3_07550C_B
orf19.6738	C3_07500W_A	VAN1	C3_07500W_B
orf19.6739	C3_07490W_A		C3_07490W_B
orf19.674	C1_11280W_A		C1_11280W_B
orf19.6740	C3_07480W_A	PRP19	C3_07480W_B
orf19.6741	C3_07470W_A	EVP1	C3_07470W_B
orf19.6742	C3_07460W_A		C3_07460W_B
orf19.6744	C3_07450C_A		C3_07450C_B
orf19.6745	C3_07440W_A	TPI1	C3_07440W_B
orf19.6747	C3_07430W_A		C3_07430W_B
orf19.6749	C3_07410C_A	KRS1	C3_07410C_B
orf19.6751	C3_07400W_A		C3_07400W_B
orf19.6752	C3_07390C_A		C3_07390C_B
orf19.6753	C3_07380W_A		C3_07380W_B
orf19.6755	C3_07360W_A	DLD2	C3_07360W_B
orf19.6756	C3_07350W_A		C3_07350W_B
orf19.6757	C3_07340W_A	GCY1	C3_07340W_B
orf19.676	C1_11250W_A		C1_11250W_B
orf19.6760	C3_07320W_A	MDS3	C3_07320W_B
orf19.6763	C3_07310C_A	KER1	C3_07310C_B
orf19.6766	C3_07300W_A	NOP13	C3_07300W_B
orf19.6769	C3_07290W_A		C3_07290W_B
orf19.677	C1_11240C_A	CHO1	C1_11240C_B
orf19.6771	C3_07270C_A	UBI4	C3_07270C_B
orf19.6773	C3_07260C_A	ECM29	C3_07260C_B
orf19.6776	C3_07250W_A	GCD2	C3_07250W_B
orf19.6778	C3_07230W_A	DRS2	C3_07230W_B
orf19.6779	C3_07220C_A	PRO2	C3_07220C_B
orf19.6780	C3_07210W_A	MET8	C3_07210W_B
orf19.6783	C3_07170C_A		C3_07170C_B
orf19.6785	C3_07150C_A	RPS12	C3_07150C_B
orf19.6787	C3_07130W_A		C3_07130W_B
orf19.6788	C3_07120W_A		C3_07120W_B
orf19.6789	C3_07110W_A		C3_07110W_B
orf19.6790	C3_07100C_A		C3_07100C_B
orf19.6792	C3_07080W_A	RRD1	C3_07080W_B
orf19.6795	C3_07050W_A	SUS1	C3_07050W_B
orf19.6796	C3_07040C_A	YSA1	C3_07040C_B
orf19.6798	C3_07020W_A	SSN6	C3_07020W_B
orf19.680	C1_11220C_A	TIM50	C1_11220C_B
orf19.6800	C3_07010W_A	POS5	C3_07010W_B
orf19.6801	C3_07000W_A	RPD31	C3_07000W_B
orf19.6802	C3_06990W_A		C3_06990W_B
orf19.6803	C3_06980W_A	HUT1	C3_06980W_B
orf19.6804	C3_06970W_A		C3_06970W_B
orf19.6805	C3_06950W_A		C3_06950W_B
orf19.6809	C3_06920W_A		C3_06920W_B
orf19.6810	C3_06910C_A	TPD3	C3_06910C_B
orf19.6811	C3_06900W_A	ISA2	C3_06900W_B
orf19.6812	C3_06890W_A	PMT2	C3_06890W_B
orf19.6814	C3_06870W_A	TDH3	C3_06870W_B
orf19.6816	C3_06860C_A		C3_06860C_B
orf19.6818	C3_06830C_A		C3_06830C_B
orf19.6821	C3_06810W_A		C3_06810W_B
orf19.6822	C3_06800C_A		C3_06800C_B
orf19.6827	C3_06770W_A	SLU7	C3_06770W_B
orf19.6828	C3_06760W_A		C3_06760W_B
orf19.6828.1	C3_06750W_A		C3_06750W_B
orf19.6831	C3_06720W_A	PRP5	C3_06720W_B
orf19.6832	C3_06710W_A		C3_06710W_B
orf19.6834.10	CR_08820C_A	TAR1	CR_08820C_B
orf19.684	C6_01920C_A		C6_01920C_B
orf19.6842	C1_04480C_A	TUS1	C1_04480C_B
orf19.6844	C1_04500W_A	ICL1	C1_04500W_B
orf19.6846	C1_04520C_A	PHO85	C1_04520C_B
orf19.6847	C1_04530C_A		C1_04530C_B
orf19.6848	C1_04540C_A	VPS16	C1_04540C_B
orf19.6849	C1_04550W_A	ELC1	C1_04550W_B
orf19.685	C6_01930W_A	YHM1	C6_01930W_B
orf19.6850	C1_04560W_A		C1_04560W_B
orf19.6851	C1_04570C_A	CHL4	C1_04570C_B
orf19.6852	C1_04580C_A		C1_04580C_B
orf19.6854	C1_04610W_A	ATP1	C1_04610W_B
orf19.6858	C4_05190C_A	EDC3	C4_05190C_B
orf19.686	C6_01950C_A		C6_01950C_B
orf19.6860	C4_05210W_A	PIS1	C4_05210W_B
orf19.6861	C4_05220C_A		C4_05220C_B
orf19.6862	C4_05230C_A		C4_05230C_B
orf19.6863	C4_05240C_A	VPH1	C4_05240C_B
orf19.6866	C2_05540C_A	SNP1	C2_05540C_B
orf19.6869	C2_05570C_A		C2_05570C_B
orf19.687.1	C6_01970C_A	RPL25	C6_01970C_B
orf19.6871	C2_05580W_A		C2_05580W_B
orf19.6872	C2_05590C_A		C2_05590C_B
orf19.6873	C2_05610C_A	RPS8A	C2_05610C_B
orf19.6873.1	C2_05620W_A	KTI11	C2_05620W_B
orf19.6875	C2_05650W_A	VPS35	C2_05650W_B
orf19.6879	C2_05670C_A		C2_05670C_B
orf19.688	C6_01980C_A		C6_01980C_B
orf19.6880	C2_05680W_A	COG4	C2_05680W_B
orf19.6881	C2_05690C_A	YTH1	C2_05690C_B
orf19.6882.1	C2_05710C_A		C2_05710C_B
orf19.6883	C2_05720C_A	OSH4	C2_05720C_B
orf19.6884	C2_05730C_A	GWT1	C2_05730C_B
orf19.6885	C2_05740W_A	SPO7	C2_05740W_B
orf19.6886	C2_05750W_A		C2_05750W_B
orf19.6889	C2_05780C_A	MKK2	C2_05780C_B
orf19.6891	C2_05790C_A	RFC1	C2_05790C_B
orf19.6893	C2_05800C_A		C2_05800C_B
orf19.6900	C7_01180W_A	MDM12	C7_01180W_B
orf19.6901	C7_01190W_A		C7_01190W_B
orf19.6902	C7_01200C_A	DBP7	C7_01200C_B
orf19.6903	C7_01210C_A		C7_01210C_B
orf19.6904	C7_01220W_A	GCN3	C7_01220W_B
orf19.6905	C7_01230C_A		C7_01230C_B
orf19.6906	C7_01250W_A	ASC1	C7_01250W_B
orf19.6907	C7_01270C_A		C7_01270C_B
orf19.6908	C7_01280C_A		C7_01280C_B
orf19.6909	C7_01290W_A	MED11	C7_01290W_B
orf19.6910	C7_01300C_A	PSF1	C7_01300C_B
orf19.6913	C7_01330C_A	GCN2	C7_01330C_B
orf19.6915	C7_01340W_A	MRE11	C7_01340W_B
orf19.6916	C7_01350C_A		C7_01350C_B
orf19.6917	C7_01360C_A	FMP28	C7_01360C_B
orf19.6921	C7_01400C_A		C7_01400C_B
orf19.6923	C3_03930W_A	TAF11	C3_03930W_B
orf19.6925	C3_03900C_A	HTB1	C3_03900C_B
orf19.6926	C3_03890W_A	CSC25	C3_03890W_B
orf19.6927	C3_03880C_A	PEP8	C3_03880C_B
orf19.6928	C3_03870C_A	SAP9	C3_03870C_B
orf19.6929	C3_03860W_A		C3_03860W_B
orf19.6930	C3_03850C_A	SOL1	C3_03850C_B
orf19.6931	C3_03840C_A		C3_03840C_B
orf19.6933	C3_03830W_A		C3_03830W_B
orf19.6934	C3_03820C_A		C3_03820C_B
orf19.6936	C3_03810W_A	RAD53	C3_03810W_B
orf19.6937	C3_03800W_A	PTR22	C3_03800W_B
orf19.6938	C3_03790W_A	MEU1	C3_03790W_B
orf19.6941	C3_03760W_A		C3_03760W_B
orf19.6942	C3_03750C_A	ORC3	C3_03750C_B
orf19.6948	C3_03710W_A	CCC1	C3_03710W_B
orf19.695	CR_06590C_A	RGS2	CR_06590C_B
orf19.6950	C3_03690W_A		C3_03690W_B
orf19.6951	C3_03680W_A		C3_03680W_B
orf19.6952	C3_03670W_A		C3_03670W_B
orf19.6953	C3_03660W_A	IRS4	C3_03660W_B
orf19.6955	C3_03650W_A	HBR3	C3_03650W_B
orf19.6958	C3_03630W_A	ECM18	C3_03630W_B
orf19.696	CR_06610W_A	STE2	CR_06610W_B
orf19.6966	C3_05300C_A		C3_05300C_B
orf19.6968	C3_05320W_A		C3_05320W_B
orf19.697	CR_06620W_A		CR_06620W_B
orf19.6971	C3_05340W_A	DIE2	C3_05340W_B
orf19.6975	C3_05370C_A	YST1	C3_05370C_B
orf19.6976	C3_05380W_A		C3_05380W_B
orf19.6977	C3_05390C_A	GPI1	C3_05390C_B
orf19.6979	C3_05410W_A		C3_05410W_B
orf19.698	CR_06640C_A	ICE2	CR_06640C_B
orf19.6980	C3_05420W_A	RTK1	C3_05420W_B
orf19.6981	C3_05430W_A		C3_05430W_B
orf19.6982	C3_05440C_A		C3_05440C_B
orf19.6985	C3_05470W_A	TEA1	C3_05470W_B
orf19.6987	C3_05520C_A	DNM1	C3_05520C_B
orf19.6988	C3_05530W_A	OST1	C3_05530W_B
orf19.6991	C3_05560W_A	PRE3	C3_05560W_B
orf19.6993	C3_05580C_A	GAP2	C3_05580C_B
orf19.700	CR_06660W_A	SEO1	CR_06660W_B
orf19.7001	C3_05650W_A	YCK2	C3_05650W_B
orf19.7006	C7_01070C_A	MSC3	C7_01070C_B
orf19.7010	C7_01040C_A		C7_01040C_B
orf19.7011	C7_01030C_A		C7_01030C_B
orf19.7012	C7_01020C_A		C7_01020C_B
orf19.7015	C7_00990W_A	RPP0	C7_00990W_B
orf19.7016	C7_00980W_A	PHM5	C7_00980W_B
orf19.7017	C7_00970C_A	YOX1	C7_00970C_B
orf19.7018	C7_00960W_A	RPS18	C7_00960W_B
orf19.7019	C7_00950W_A	YML6	C7_00950W_B
orf19.702	CR_06680C_A		CR_06680C_B
orf19.7020	C7_00940W_A	KEX1	C7_00940W_B
orf19.7021	C7_00930W_A	GPH1	C7_00930W_B
orf19.7023	C7_00910C_A		C7_00910C_B
orf19.7025	C7_00890C_A	MCM1	C7_00890C_B
orf19.7029	C7_00870W_A	GDA100	C7_00870W_B
orf19.703	CR_06690C_A		CR_06690C_B
orf19.7030	C7_00860W_A	SSR1	C7_00860W_B
orf19.7033	C7_00840C_A		C7_00840C_B
orf19.7034	C7_00830C_A		C7_00830C_B
orf19.7035	C7_00820W_A	RFC2	C7_00820W_B
orf19.7036	C7_00810W_A		C7_00810W_B
orf19.7037	C7_00800C_A	YAE1	C7_00800C_B
orf19.7038	C7_00790W_A		C7_00790W_B
orf19.704	CR_06700C_A	SOL3	CR_06700C_B
orf19.7041	C7_00780W_A		C7_00780W_B
orf19.7043	C7_00760C_A		C7_00760C_B
orf19.7043.1	C7_00750W_A	ACB1	C7_00750W_B
orf19.7044	C7_00740W_A	RIM15	C7_00740W_B
orf19.7046	C7_00730W_A	MET28	C7_00730W_B
orf19.7047	C7_00720W_A	RTF1	C7_00720W_B
