gene_name or feature_name	feature_name or alias	contig	strain	feature.start	feature.end	
ARS921	ARS921	JRIX01000104.1	X2180-1A	38455	38752	
ARS921	ARS921	JRIF01000193.1	Y55	27767	27473	
ARS922	ARS922	JRIQ01000124.1	Sigma1278b	20610	20534	
ARS922	ARS922	JRIV01000094.1	CEN.PK2-1Ca	20592	20516	
ARS922	ARS922	JRIY01000073.1	D273-10B	20602	20526	
ARS922	ARS922	JRIT01000071.1	FL100	18968	19044	
ARS922	ARS922	JRIZ01000124.1	JK9-3d	20592	20516	
ARS922	ARS922	JRIP01000081.1	RM11-1A	21453	21378	
ARS922	ARS922	JRIW01000169.1	SEY6210	19424	19500	
ARS922	ARS922	JRIU01000215.1	W303	21245	21169	
ARS922	ARS922	JRIX01000147.1	X2180-1A	19548	19624	
ARS922	ARS922	JRIF01000032.1	Y55	21299	21224	
ARS923	ARS923	JRIQ01000151.1	Sigma1278b	214645	214814	
ARS923	ARS923	JRIV01000168.1	CEN.PK2-1Ca	71750	71581	
ARS923	ARS923	JRIY01000003.1	D273-10B	70865	70696	
ARS923	ARS923	JRIT01000065.1	FL100	49048	49217	
ARS923	ARS923	JRIZ01000136.1	JK9-3d	35053	35222	
ARS923	ARS923	JRIP01000017.1	RM11-1A	71435	71267	
ARS923	ARS923	JRIW01000117.1	SEY6210	34965	35134	
ARS923	ARS923	JRIU01000035.1	W303	35003	35172	
ARS923	ARS923	JRIX01000039.1	X2180-1A	35036	35205	
ARS923	ARS923	JRIF01000119.1	Y55	54339	54170	
CEN10	CEN10	JRIQ01000127.1	Sigma1278b	17298	17416	
CEN10	CEN10	JRIV01000089.1	CEN.PK2-1Ca	11832	11714	
CEN10	CEN10	JRIY01000004.1	D273-10B	81515	81397	
CEN10	CEN10	JRIW01000050.1	SEY6210	17504	17622	
CEN10	CEN10	JRIU01000075.1	W303	21615	21497	
CEN10	CEN10	JRIX01000205.1	X2180-1A	17510	17628	
CEN3	CEN3	JRIQ01000166.1	Sigma1278b	34685	34569	
CEN3	CEN3	JRIV01000207.1	CEN.PK2-1Ca	23655	23771	
CEN3	CEN3	JRIY01000232.1	D273-10B	9785	9669	
CEN3	CEN3	JRIT01000064.1	FL100	23563	23679	
CEN3	CEN3	JRIZ01000100.1	JK9-3d	34847	34731	
CEN3	CEN3	JRIP01000152.1	RM11-1A	22022	22138	
CEN3	CEN3	JRIW01000189.1	SEY6210	34426	34310	
CEN3	CEN3	JRIU01000009.1	W303	34275	34159	
CEN3	CEN3	JRIX01000040.1	X2180-1A	34340	34224	
CEN3	CEN3	JRIF01000226.1	Y55	9787	9671	
CEN4	CEN4	JRIV01000173.1	CEN.PK2-1Ca	23207	23097	
CEN4	CEN4	JRIY01000124.1	D273-10B	23207	23097	
CEN4	CEN4	JRIT01000031.1	FL100	65198	65308	
CEN4	CEN4	JRIZ01000117.1	JK9-3d	12242	12352	
CEN4	CEN4	JRIP01000072.1	RM11-1A	64259	64377	
CEN4	CEN4	JRIW01000157.1	SEY6210	12280	12390	
CEN4	CEN4	JRIU01000037.1	W303	220553	220663	
CEN4	CEN4	JRIX01000009.1	X2180-1A	222235	222345	
CEN4	CEN4	JRIF01000125.1	Y55	472	354	
CEN8	CEN8	JRIQ01000171.1	Sigma1278b	23259	23376	
CEN8	CEN8	JRIV01000156.1	CEN.PK2-1Ca	92175	92058	
CEN8	CEN8	JRIY01000200.1	D273-10B	13832	13715	
CEN8	CEN8	JRIT01000057.1	FL100	13587	13470	
CEN8	CEN8	JRIZ01000132.1	JK9-3d	107848	107965	
CEN8	CEN8	JRIW01000120.1	SEY6210	10756	10873	
CEN8	CEN8	JRIU01000252.1	W303	10756	10873	
CEN8	CEN8	JRIX01000080.1	X2180-1A	27895	28012	
LSR1	LSR1	JRIQ01000075.1	Sigma1278b	20176	21350	
LSR1	LSR1	JRIV01000107.1	CEN.PK2-1Ca	20125	21299	
LSR1	LSR1	JRIY01000074.1	D273-10B	18469	19643	
LSR1	LSR1	JRIT01000066.1	FL100	20170	21344	
LSR1	LSR1	JRIZ01000097.1	JK9-3d	20209	21383	
LSR1	LSR1	JRIP01000095.1	RM11-1A	21042	19868	
LSR1	LSR1	JRIW01000058.1	SEY6210	20121	21295	
LSR1	LSR1	JRIU01000147.1	W303	21636	20462	
LSR1	LSR1	JRIX01000099.1	X2180-1A	20158	21332	
LSR1	LSR1	JRIF01000001.1	Y55	89341	88167	
NME1	NME1	JRIQ01000198.1	Sigma1278b	12844	13183	
NME1	NME1	JRIV01000049.1	CEN.PK2-1Ca	12802	13141	
NME1	NME1	JRIY01000069.1	D273-10B	8605	8944	
NME1	NME1	JRIT01000146.1	FL100	13963	13624	
NME1	NME1	JRIZ01000015.1	JK9-3d	8605	8944	
NME1	NME1	JRIP01000100.1	RM11-1A	14034	13695	
NME1	NME1	JRIW01000212.1	SEY6210	12908	13247	
NME1	NME1	JRIU01000237.1	W303	12935	13274	
NME1	NME1	JRIX01000051.1	X2180-1A	9571	9910	
NME1	NME1	JRIF01000219.1	Y55	15738	16077	
SNR10	SNR10	JRIQ01000179.1	Sigma1278b	39365	39121	
SNR10	SNR10	JRIV01000052.1	CEN.PK2-1Ca	18960	18716	
SNR10	SNR10	JRIY01000143.1	D273-10B	38755	38999	
SNR10	SNR10	JRIT01000032.1	FL100	40880	40636	
SNR10	SNR10	JRIZ01000047.1	JK9-3d	55537	55293	
SNR10	SNR10	JRIP01000101.1	RM11-1A	40290	40046	
SNR10	SNR10	JRIW01000158.1	SEY6210	190181	190425	
SNR10	SNR10	JRIU01000003.1	W303	39433	39189	
SNR10	SNR10	JRIX01000151.1	X2180-1A	26192	26436	
SNR10	SNR10	JRIF01000112.1	Y55	22758	23003	
SNR11	SNR11	JRIQ01000163.1	Sigma1278b	19719	19976	
SNR11	SNR11	JRIV01000159.1	CEN.PK2-1Ca	255702	255445	
SNR11	SNR11	JRIY01000090.1	D273-10B	116140	115883	
SNR11	SNR11	JRIT01000030.1	FL100	255993	255736	
SNR11	SNR11	JRIZ01000149.1	JK9-3d	156111	155854	
SNR11	SNR11	JRIP01000047.1	RM11-1A	116068	115814	
SNR11	SNR11	JRIW01000086.1	SEY6210	116059	115802	
SNR11	SNR11	JRIU01000192.1	W303	18108	18365	
SNR11	SNR11	JRIX01000163.1	X2180-1A	116082	115825	
SNR11	SNR11	JRIF01000116.1	Y55	272095	271841	
SNR128	SNR128	JRIQ01000080.1	Sigma1278b	14999	15124	
SNR128	SNR128	JRIV01000167.1	CEN.PK2-1Ca	15000	15125	
SNR128	SNR128	JRIY01000121.1	D273-10B	132910	132785	
SNR128	SNR128	JRIT01000035.1	FL100	15001	15126	
SNR128	SNR128	JRIZ01000051.1	JK9-3d	15001	15126	
SNR128	SNR128	JRIP01000117.1	RM11-1A	15000	15125	
SNR128	SNR128	JRIW01000201.1	SEY6210	119074	118949	
SNR128	SNR128	JRIU01000126.1	W303	15001	15126	
SNR128	SNR128	JRIX01000043.1	X2180-1A	15001	15126	
SNR128	SNR128	JRIF01000013.1	Y55	15012	15137	
SNR13	SNR13	JRIQ01000145.1	Sigma1278b	119859	119736	
SNR13	SNR13	JRIV01000080.1	CEN.PK2-1Ca	42158	42281	
SNR13	SNR13	JRIY01000168.1	D273-10B	50003	50126	
SNR13	SNR13	JRIT01000052.1	FL100	120050	119927	
SNR13	SNR13	JRIZ01000106.1	JK9-3d	42160	42283	
SNR13	SNR13	JRIP01000102.1	RM11-1A	42162	42285	
SNR13	SNR13	JRIW01000129.1	SEY6210	120430	120307	
SNR13	SNR13	JRIU01000230.1	W303	42160	42283	
SNR13	SNR13	JRIX01000199.1	X2180-1A	101051	100928	
SNR13	SNR13	JRIF01000103.1	Y55	42177	42300	
SNR14	SNR14	JRIQ01000223.1	Sigma1278b	58534	58693	
SNR14	SNR14	JRIV01000017.1	CEN.PK2-1Ca	51351	51192	
SNR14	SNR14	JRIY01000144.1	D273-10B	82385	82544	
SNR14	SNR14	JRIT01000190.1	FL100	145905	145746	
SNR14	SNR14	JRIZ01000172.1	JK9-3d	29201	29042	
SNR14	SNR14	JRIP01000013.1	RM11-1A	112662	112503	
SNR14	SNR14	JRIW01000127.1	SEY6210	144995	144836	
SNR14	SNR14	JRIU01000046.1	W303	82376	82535	
SNR14	SNR14	JRIX01000237.1	X2180-1A	31674	31515	
SNR14	SNR14	JRIF01000176.1	Y55	49070	48911	
SNR161	SNR161	JRIQ01000110.1	Sigma1278b	7181	7021	
SNR161	SNR161	JRIV01000197.1	CEN.PK2-1Ca	7179	7019	
SNR161	SNR161	JRIY01000177.1	D273-10B	169833	169993	
SNR161	SNR161	JRIT01000142.1	FL100	7181	7021	
SNR161	SNR161	JRIZ01000178.1	JK9-3d	7181	7021	
SNR161	SNR161	JRIP01000036.1	RM11-1A	7180	7020	
SNR161	SNR161	JRIW01000048.1	SEY6210	7181	7021	
SNR161	SNR161	JRIU01000014.1	W303	7181	7021	
SNR161	SNR161	JRIX01000234.1	X2180-1A	46228	46388	
SNR161	SNR161	JRIF01000165.1	Y55	42920	43080	
SNR17A	SNR17A	JRIV01000150.1	CEN.PK2-1Ca	69928	70417	
SNR17A	SNR17A	JRIY01000030.1	D273-10B	108674	109163	
SNR17A	SNR17A	JRIW01000144.1	SEY6210	69078	69567	
SNR17A	SNR17A	JRIU01000007.1	W303	190073	189580	
SNR17B	SNR17B	JRIZ01000110.1	JK9-3d	185761	185300	
SNR18	SNR18	JRIQ01000090.1	Sigma1278b	2056	2157	
SNR18	SNR18	JRIV01000006.1	CEN.PK2-1Ca	2056	2157	
SNR18	SNR18	JRIY01000139.1	D273-10B	2021	2122	
SNR18	SNR18	JRIT01000028.1	FL100	32655	32554	
SNR18	SNR18	JRIZ01000133.1	JK9-3d	17908	17807	
SNR18	SNR18	JRIP01000086.1	RM11-1A	2020	2121	
SNR18	SNR18	JRIW01000141.1	SEY6210	18092	17991	
SNR18	SNR18	JRIU01000169.1	W303	2056	2157	
SNR18	SNR18	JRIX01000075.1	X2180-1A	2056	2157	
SNR18	SNR18	JRIF01000173.1	Y55	2598	2699	
SNR189	SNR189	JRIQ01000116.1	Sigma1278b	20644	20832	
SNR189	SNR189	JRIV01000042.1	CEN.PK2-1Ca	20643	20831	
SNR189	SNR189	JRIY01000024.1	D273-10B	34955	34767	
SNR189	SNR189	JRIT01000007.1	FL100	9294	9106	
SNR189	SNR189	JRIZ01000056.1	JK9-3d	9169	8981	
SNR189	SNR189	JRIP01000024.1	RM11-1A	34730	34542	
SNR189	SNR189	JRIW01000099.1	SEY6210	9149	8961	
SNR189	SNR189	JRIU01000108.1	W303	9145	8957	
SNR189	SNR189	JRIX01000105.1	X2180-1A	20643	20831	
SNR189	SNR189	JRIF01000061.1	Y55	20646	20834	
SNR19	SNR19	JRIQ01000056.1	Sigma1278b	128164	127597	
SNR19	SNR19	JRIV01000061.1	CEN.PK2-1Ca	22525	23092	
SNR19	SNR19	JRIY01000179.1	D273-10B	128179	127612	
SNR19	SNR19	JRIT01000106.1	FL100	128087	127520	
SNR19	SNR19	JRIZ01000064.1	JK9-3d	22525	23092	
SNR19	SNR19	JRIP01000137.1	RM11-1A	22519	23086	
SNR19	SNR19	JRIW01000173.1	SEY6210	269642	269075	
SNR19	SNR19	JRIU01000072.1	W303	128187	127620	
SNR19	SNR19	JRIX01000220.1	X2180-1A	128202	127635	
SNR19	SNR19	JRIF01000137.1	Y55	128225	127658	
SNR190	SNR190	JRIQ01000080.1	Sigma1278b	14740	14929	
SNR190	SNR190	JRIV01000167.1	CEN.PK2-1Ca	14741	14930	
SNR190	SNR190	JRIY01000121.1	D273-10B	133169	132980	
SNR190	SNR190	JRIT01000035.1	FL100	14742	14931	
SNR190	SNR190	JRIZ01000051.1	JK9-3d	14742	14931	
SNR190	SNR190	JRIP01000117.1	RM11-1A	14741	14930	
SNR190	SNR190	JRIW01000201.1	SEY6210	119333	119144	
SNR190	SNR190	JRIU01000126.1	W303	14742	14931	
SNR190	SNR190	JRIX01000043.1	X2180-1A	14742	14931	
SNR190	SNR190	JRIF01000013.1	Y55	14754	14942	
SNR191	SNR191	JRIQ01000064.1	Sigma1278b	89957	89684	
SNR191	SNR191	JRIV01000180.1	CEN.PK2-1Ca	89955	89682	
SNR191	SNR191	JRIY01000045.1	D273-10B	89770	89497	
SNR191	SNR191	JRIT01000096.1	FL100	122287	122014	
SNR191	SNR191	JRIZ01000036.1	JK9-3d	89661	89388	
SNR191	SNR191	JRIP01000182.1	RM11-1A	3943	4216	
SNR191	SNR191	JRIW01000054.1	SEY6210	116463	116190	
SNR191	SNR191	JRIU01000188.1	W303	3955	4228	
SNR191	SNR191	JRIX01000020.1	X2180-1A	3955	4228	
SNR191	SNR191	JRIF01000139.1	Y55	3937	4206	
SNR24	SNR24	JRIQ01000095.1	Sigma1278b	133035	133123	
SNR24	SNR24	JRIV01000072.1	CEN.PK2-1Ca	3737	3825	
SNR24	SNR24	JRIY01000098.1	D273-10B	4002	4090	
SNR24	SNR24	JRIT01000183.1	FL100	3738	3826	
SNR24	SNR24	JRIZ01000071.1	JK9-3d	3737	3825	
SNR24	SNR24	JRIP01000053.1	RM11-1A	264819	264731	
SNR24	SNR24	JRIW01000146.1	SEY6210	61667	61755	
SNR24	SNR24	JRIU01000065.1	W303	3737	3825	
SNR24	SNR24	JRIX01000027.1	X2180-1A	121483	121395	
SNR24	SNR24	JRIF01000108.1	Y55	106306	106394	
SNR3	SNR3	JRIQ01000069.1	Sigma1278b	39023	38830	
SNR3	SNR3	JRIV01000227.1	CEN.PK2-1Ca	86605	86798	
SNR3	SNR3	JRIY01000199.1	D273-10B	39007	38814	
SNR3	SNR3	JRIT01000069.1	FL100	39013	38820	
SNR3	SNR3	JRIZ01000094.1	JK9-3d	39024	38831	
SNR3	SNR3	JRIP01000051.1	RM11-1A	196594	196787	
SNR3	SNR3	JRIW01000121.1	SEY6210	39013	38820	
SNR3	SNR3	JRIU01000227.1	W303	122306	122499	
SNR3	SNR3	JRIX01000149.1	X2180-1A	120054	120247	
SNR3	SNR3	JRIF01000068.1	Y55	39006	38813	
SNR30	SNR30	JRIQ01000057.1	Sigma1278b	16237	15632	
SNR30	SNR30	JRIV01000125.1	CEN.PK2-1Ca	169299	168694	
SNR30	SNR30	JRIY01000002.1	D273-10B	16567	15962	
SNR30	SNR30	JRIT01000063.1	FL100	16308	15703	
SNR30	SNR30	JRIZ01000020.1	JK9-3d	102398	103003	
SNR30	SNR30	JRIP01000070.1	RM11-1A	28463	27858	
SNR30	SNR30	JRIW01000002.1	SEY6210	16379	15774	
SNR30	SNR30	JRIU01000097.1	W303	16408	15803	
SNR30	SNR30	JRIX01000250.1	X2180-1A	102403	103008	
SNR30	SNR30	JRIF01000126.1	Y55	102964	103569	
SNR31	SNR31	JRIQ01000040.1	Sigma1278b	12041	12265	
SNR31	SNR31	JRIV01000150.1	CEN.PK2-1Ca	131982	131758	
SNR31	SNR31	JRIY01000030.1	D273-10B	170714	170490	
SNR31	SNR31	JRIT01000180.1	FL100	61750	61526	
SNR31	SNR31	JRIZ01000154.1	JK9-3d	127902	128126	
SNR31	SNR31	JRIP01000108.1	RM11-1A	168012	167788	
SNR31	SNR31	JRIW01000144.1	SEY6210	131162	130938	
SNR31	SNR31	JRIU01000007.1	W303	128015	128239	
SNR31	SNR31	JRIX01000063.1	X2180-1A	132116	131892	
SNR31	SNR31	JRIF01000200.1	Y55	234945	234721	
SNR32	SNR32	JRIQ01000152.1	Sigma1278b	7553	7366	
SNR32	SNR32	JRIV01000027.1	CEN.PK2-1Ca	71246	71059	
SNR32	SNR32	JRIY01000087.1	D273-10B	7472	7285	
SNR32	SNR32	JRIT01000129.1	FL100	71286	71099	
SNR32	SNR32	JRIZ01000085.1	JK9-3d	71007	70820	
SNR32	SNR32	JRIP01000025.1	RM11-1A	7403	7216	
SNR32	SNR32	JRIW01000065.1	SEY6210	70888	70701	
SNR32	SNR32	JRIU01000018.1	W303	7576	7389	
SNR32	SNR32	JRIX01000037.1	X2180-1A	7558	7371	
SNR32	SNR32	JRIF01000052.1	Y55	71307	71120	
SNR33	SNR33	JRIQ01000166.1	Sigma1278b	6105	6287	
SNR33	SNR33	JRIV01000207.1	CEN.PK2-1Ca	51818	51636	
SNR33	SNR33	JRIY01000128.1	D273-10B	379	561	
SNR33	SNR33	JRIT01000051.1	FL100	6571	6753	
SNR33	SNR33	JRIZ01000100.1	JK9-3d	6106	6288	
SNR33	SNR33	JRIP01000152.1	RM11-1A	50170	49988	
SNR33	SNR33	JRIW01000189.1	SEY6210	6265	6447	
SNR33	SNR33	JRIU01000009.1	W303	6106	6288	
SNR33	SNR33	JRIX01000040.1	X2180-1A	6106	6288	
SNR33	SNR33	JRIF01000201.1	Y55	18117	17935	
SNR34	SNR34	JRIQ01000180.1	Sigma1278b	58108	57906	
SNR34	SNR34	JRIV01000052.1	CEN.PK2-1Ca	257011	257213	
SNR34	SNR34	JRIY01000222.1	D273-10B	58114	57912	
SNR34	SNR34	JRIT01000135.1	FL100	242074	242276	
SNR34	SNR34	JRIZ01000011.1	JK9-3d	42048	41846	
SNR34	SNR34	JRIP01000033.1	RM11-1A	107979	107777	
SNR34	SNR34	JRIW01000165.1	SEY6210	80667	80869	
SNR34	SNR34	JRIU01000043.1	W303	42690	42488	
SNR34	SNR34	JRIX01000157.1	X2180-1A	42048	41846	
SNR34	SNR34	JRIF01000087.1	Y55	58367	58165	
SNR35	SNR35	JRIQ01000040.1	Sigma1278b	94659	94862	
SNR35	SNR35	JRIV01000150.1	CEN.PK2-1Ca	49349	49146	
SNR35	SNR35	JRIY01000030.1	D273-10B	88096	87893	
SNR35	SNR35	JRIT01000144.1	FL100	49483	49280	
SNR35	SNR35	JRIZ01000154.1	JK9-3d	210485	210688	
SNR35	SNR35	JRIP01000108.1	RM11-1A	85525	85322	
SNR35	SNR35	JRIW01000144.1	SEY6210	48502	48299	
SNR35	SNR35	JRIU01000007.1	W303	210651	210854	
SNR35	SNR35	JRIX01000063.1	X2180-1A	49384	49181	
SNR35	SNR35	JRIF01000200.1	Y55	152329	152126	
SNR36	SNR36	JRIQ01000053.1	Sigma1278b	13284	13104	
SNR36	SNR36	JRIV01000119.1	CEN.PK2-1Ca	80395	80214	
SNR36	SNR36	JRIY01000030.1	D273-10B	15755	15574	
SNR36	SNR36	JRIT01000016.1	FL100	80180	79999	
SNR36	SNR36	JRIZ01000233.1	JK9-3d	80383	80202	
SNR36	SNR36	JRIP01000108.1	RM11-1A	13287	13107	
SNR36	SNR36	JRIW01000151.1	SEY6210	15753	15572	
SNR36	SNR36	JRIU01000085.1	W303	80310	80129	
SNR36	SNR36	JRIX01000073.1	X2180-1A	15723	15542	
SNR36	SNR36	JRIF01000200.1	Y55	80016	79836	
SNR37	SNR37	JRIQ01000143.1	Sigma1278b	126315	126700	
SNR37	SNR37	JRIV01000144.1	CEN.PK2-1Ca	24740	24355	
SNR37	SNR37	JRIY01000186.1	D273-10B	126509	126894	
SNR37	SNR37	JRIT01000101.1	FL100	126136	126521	
SNR37	SNR37	JRIZ01000102.1	JK9-3d	110129	110514	
SNR37	SNR37	JRIP01000078.1	RM11-1A	125905	126290	
SNR37	SNR37	JRIW01000076.1	SEY6210	126072	126457	
SNR37	SNR37	JRIU01000012.1	W303	24153	23768	
SNR37	SNR37	JRIX01000108.1	X2180-1A	126015	126400	
SNR37	SNR37	JRIF01000224.1	Y55	126460	126845	
SNR38	SNR38	JRIQ01000162.1	Sigma1278b	19783	19690	
SNR38	SNR38	JRIV01000011.1	CEN.PK2-1Ca	80417	80511	
SNR38	SNR38	JRIY01000123.1	D273-10B	247011	247105	
SNR38	SNR38	JRIT01000049.1	FL100	280626	280720	
SNR38	SNR38	JRIZ01000029.1	JK9-3d	80144	80238	
SNR38	SNR38	JRIP01000011.1	RM11-1A	279796	279890	
SNR38	SNR38	JRIW01000103.1	SEY6210	174620	174526	
SNR38	SNR38	JRIU01000213.1	W303	80533	80627	
SNR38	SNR38	JRIX01000074.1	X2180-1A	267154	267248	
SNR38	SNR38	JRIF01000028.1	Y55	19621	19529	
SNR39	SNR39	JRIQ01000179.1	Sigma1278b	20525	20613	
SNR39	SNR39	JRIV01000126.1	CEN.PK2-1Ca	20270	20358	
SNR39	SNR39	JRIY01000143.1	D273-10B	58530	58442	
SNR39	SNR39	JRIT01000032.1	FL100	21615	21703	
SNR39	SNR39	JRIZ01000047.1	JK9-3d	36789	36877	
SNR39	SNR39	JRIP01000101.1	RM11-1A	20482	20570	
SNR39	SNR39	JRIW01000158.1	SEY6210	209956	209868	
SNR39	SNR39	JRIU01000003.1	W303	20270	20358	
SNR39	SNR39	JRIX01000151.1	X2180-1A	45967	45879	
SNR39	SNR39	JRIF01000112.1	Y55	42529	42441	
SNR39B	SNR39B	JRIQ01000179.1	Sigma1278b	19307	19402	
SNR39B	SNR39B	JRIV01000126.1	CEN.PK2-1Ca	19052	19147	
SNR39B	SNR39B	JRIY01000143.1	D273-10B	59748	59653	
SNR39B	SNR39B	JRIT01000032.1	FL100	20397	20492	
SNR39B	SNR39B	JRIZ01000047.1	JK9-3d	35571	35666	
SNR39B	SNR39B	JRIP01000101.1	RM11-1A	19270	19365	
SNR39B	SNR39B	JRIW01000158.1	SEY6210	211174	211079	
SNR39B	SNR39B	JRIU01000003.1	W303	19052	19147	
SNR39B	SNR39B	JRIX01000151.1	X2180-1A	47185	47090	
SNR39B	SNR39B	JRIF01000112.1	Y55	43741	43646	
SNR4	SNR4	JRIQ01000113.1	Sigma1278b	146801	146986	
SNR4	SNR4	JRIV01000008.1	CEN.PK2-1Ca	9714	9529	
SNR4	SNR4	JRIY01000046.1	D273-10B	6832	6647	
SNR4	SNR4	JRIT01000156.1	FL100	18321	18136	
SNR4	SNR4	JRIZ01000057.1	JK9-3d	69438	69623	
SNR4	SNR4	JRIP01000091.1	RM11-1A	70155	70340	
SNR4	SNR4	JRIW01000192.1	SEY6210	6832	6647	
SNR4	SNR4	JRIU01000177.1	W303	6833	6648	
SNR4	SNR4	JRIX01000019.1	X2180-1A	61400	61585	
SNR4	SNR4	JRIF01000035.1	Y55	56723	56538	
SNR40	SNR40	JRIQ01000203.1	Sigma1278b	71960	72056	
SNR40	SNR40	JRIV01000215.1	CEN.PK2-1Ca	7313	7217	
SNR40	SNR40	JRIY01000164.1	D273-10B	7318	7222	
SNR40	SNR40	JRIT01000027.1	FL100	7318	7222	
SNR40	SNR40	JRIZ01000062.1	JK9-3d	71644	71740	
SNR40	SNR40	JRIP01000034.1	RM11-1A	7327	7231	
SNR40	SNR40	JRIW01000197.1	SEY6210	7438	7342	
SNR40	SNR40	JRIU01000041.1	W303	73256	73352	
SNR40	SNR40	JRIX01000011.1	X2180-1A	72246	72342	
SNR40	SNR40	JRIF01000128.1	Y55	72320	72416	
SNR41	SNR41	JRIQ01000061.1	Sigma1278b	18651	18557	
SNR41	SNR41	JRIV01000184.1	CEN.PK2-1Ca	18649	18555	
SNR41	SNR41	JRIY01000009.1	D273-10B	49786	49880	
SNR41	SNR41	JRIT01000003.1	FL100	18649	18555	
SNR41	SNR41	JRIZ01000028.1	JK9-3d	49691	49785	
SNR41	SNR41	JRIP01000119.1	RM11-1A	18651	18557	
SNR41	SNR41	JRIW01000104.1	SEY6210	18649	18555	
SNR41	SNR41	JRIU01000255.1	W303	49991	50085	
SNR41	SNR41	JRIX01000244.1	X2180-1A	49991	50085	
SNR41	SNR41	JRIF01000073.1	Y55	25395	25489	
SNR42	SNR42	JRIQ01000020.1	Sigma1278b	103273	103623	
SNR42	SNR42	JRIV01000108.1	CEN.PK2-1Ca	99858	100208	
SNR42	SNR42	JRIY01000065.1	D273-10B	4379	4029	
SNR42	SNR42	JRIT01000026.1	FL100	100683	101033	
SNR42	SNR42	JRIZ01000204.1	JK9-3d	99488	99838	
SNR42	SNR42	JRIP01000159.1	RM11-1A	86576	86926	
SNR42	SNR42	JRIW01000170.1	SEY6210	4380	4030	
SNR42	SNR42	JRIU01000155.1	W303	4377	4027	
SNR42	SNR42	JRIX01000150.1	X2180-1A	100810	101160	
SNR42	SNR42	JRIF01000150.1	Y55	99964	100314	
SNR43	SNR43	JRIQ01000166.1	Sigma1278b	41358	41566	
SNR43	SNR43	JRIV01000207.1	CEN.PK2-1Ca	16982	16774	
SNR43	SNR43	JRIY01000232.1	D273-10B	16458	16666	
SNR43	SNR43	JRIT01000064.1	FL100	16890	16682	
SNR43	SNR43	JRIZ01000100.1	JK9-3d	41520	41728	
SNR43	SNR43	JRIP01000152.1	RM11-1A	15349	15141	
SNR43	SNR43	JRIW01000189.1	SEY6210	41099	41307	
SNR43	SNR43	JRIU01000009.1	W303	40948	41156	
SNR43	SNR43	JRIX01000040.1	X2180-1A	41013	41221	
SNR43	SNR43	JRIF01000226.1	Y55	16460	16668	
SNR44	SNR44	JRIQ01000180.1	Sigma1278b	100549	100339	
SNR44	SNR44	JRIV01000052.1	CEN.PK2-1Ca	214570	214771	
SNR44	SNR44	JRIY01000222.1	D273-10B	100585	100384	
SNR44	SNR44	JRIT01000135.1	FL100	199606	199816	
SNR44	SNR44	JRIZ01000011.1	JK9-3d	84502	84292	
SNR44	SNR44	JRIP01000033.1	RM11-1A	150474	150264	
SNR44	SNR44	JRIW01000165.1	SEY6210	38204	38405	
SNR44	SNR44	JRIU01000043.1	W303	85162	84952	
SNR44	SNR44	JRIX01000157.1	X2180-1A	84520	84310	
SNR44	SNR44	JRIF01000087.1	Y55	100829	100628	
SNR45	SNR45	JRIQ01000061.1	Sigma1278b	115015	115186	
SNR45	SNR45	JRIV01000016.1	CEN.PK2-1Ca	17559	17388	
SNR45	SNR45	JRIY01000022.1	D273-10B	11320	11491	
SNR45	SNR45	JRIT01000008.1	FL100	1882	1711	
SNR45	SNR45	JRIZ01000197.1	JK9-3d	45915	46086	
SNR45	SNR45	JRIP01000149.1	RM11-1A	1882	1711	
SNR45	SNR45	JRIW01000204.1	SEY6210	11419	11590	
SNR45	SNR45	JRIU01000008.1	W303	11174	11345	
SNR45	SNR45	JRIX01000180.1	X2180-1A	11254	11425	
SNR45	SNR45	JRIF01000012.1	Y55	17397	17226	
SNR46	SNR46	JRIQ01000005.1	Sigma1278b	144240	144044	
SNR46	SNR46	JRIV01000015.1	CEN.PK2-1Ca	16450	16254	
SNR46	SNR46	JRIY01000135.1	D273-10B	3941	4137	
SNR46	SNR46	JRIT01000084.1	FL100	3941	4137	
SNR46	SNR46	JRIZ01000104.1	JK9-3d	3724	3920	
SNR46	SNR46	JRIP01000029.1	RM11-1A	133695	133891	
SNR46	SNR46	JRIW01000052.1	SEY6210	3857	4053	
SNR46	SNR46	JRIU01000038.1	W303	3724	3920	
SNR46	SNR46	JRIX01000164.1	X2180-1A	3724	3920	
SNR46	SNR46	JRIF01000025.1	Y55	108065	108261	
SNR47	SNR47	JRIQ01000046.1	Sigma1278b	120386	120484	
SNR47	SNR47	JRIV01000074.1	CEN.PK2-1Ca	14071	13973	
SNR47	SNR47	JRIY01000103.1	D273-10B	120609	120707	
SNR47	SNR47	JRIT01000013.1	FL100	210117	210215	
SNR47	SNR47	JRIZ01000077.1	JK9-3d	120603	120701	
SNR47	SNR47	JRIP01000120.1	RM11-1A	55518	55420	
SNR47	SNR47	JRIW01000133.1	SEY6210	6400	6302	
SNR47	SNR47	JRIU01000183.1	W303	103807	103905	
SNR47	SNR47	JRIX01000158.1	X2180-1A	104599	104697	
SNR47	SNR47	JRIF01000154.1	Y55	14072	13974	
SNR48	SNR48	JRIQ01000005.1	Sigma1278b	91624	91512	
SNR48	SNR48	JRIV01000064.1	CEN.PK2-1Ca	35144	35256	
SNR48	SNR48	JRIY01000147.1	D273-10B	34923	35035	
